Mes|comentario
202006|patricia garcia haci es esperemos que se nos resuelva no es justo
202006|hola ingrid con mucho gusto te ayudamos escríbenos por favor en inbox para poder darle seguimiento a tu caso quedamos a la espera saludos
202006|aj dubon yo acabo de estar hablando con alguien ahorita por inbox y me quitaron el recargo y me dijeron que pa la próxima factura puedo gestionar el re íntegro de lo que pague anteriormente ojalá se comuniquen con vos primo y te ayuden porque si demasiado pagar tardío en estos tiempos
202006|por gusto te van a poner a vicki la computadora que se burla de las necesidades de los clientes aquí la empresa tiene la razón no el cliente por gusto claro
202006|por gusto te van a poner a vicki la computadora que se burla de las necesidades de los clientes aquí la empresa tiene la razón no el cliente por gusto claro
202006|claro el salvador ayer mismo les escribí yo y solo ignoraron mi caso solo estoy esperando que esto pase para terminar el contrato tengo años con uds y decepcionada del pésimo trato en estos momentos
202006|por q están cobrando extra del valos del plan primera vez que me pasa así que exijo que contesten y resuelvan
202006|o hasta cuando
202006|hola buenas tardes es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu caso te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos
202006|desde ayer estoy esperando la respuesta de la tal lucy
202006|patricia tenorio buenas tardes soy gestor de agencia claro será un gusto apoyarle me podría enviar la información de su servicio via inbox
202006|claro el salvador es una gran mentira ni solución dan pirque mus facturas tambien vinieron con intereses y como no puedo salir y si alguien mas va por mi no le dan solución
202006|deberían de reintegrar con descuento en la próxima factura por la falta de servicio explicarle a todos los usuarios que como contribuyentes tenemos el derecho a reclamarlo
202006|en pleno centro de sonsonate y su red es tan inestable en serio hagan algo
202006|hola buenos días estamos muy interesados en poder ayudarte por favor envíanos vía inbox tu número de servicio para poder verificar lo sucedido
202006|hola buenos días estamos muy interesados en poder ayudarte por favor envíanos vía inbox tu número de servicio para poder verificar lo sucedido
202006|hola jonatan con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes feliz día
202006|hola jonatan con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes feliz día
202006|tengo 6 días de estar sin internet ayer hago cola desde las 3 de la tarde para que luego salieran a decir que ya no me van a atender ahora no me pueden atender por la terminación del número de dui pero la factura llega igual solucionen los problemas
202006|buenos días mencionarte que tenemos todo el deseo de ayudarte por seguridad a tu información te invitamos nos contactes vía inbox para brindarte un seguimiento mas personalizado quedamos a la espera de tus comentarios feliz día
202006|buen dia soy asesora de claro con gusto le ayudo le mandare un mensaje
202006|claro el salvador a mi también se me cae el internet a cada rato
202006|queremos ayudarte escríbenos en privado para revisar tu servicio quedamos atentos saludos
202006|mauricio arnoldo ahí siempre dan un pésimo servicio y además carísimo
202006|hola francisco buenas tardes estamos dando seguimiento a tu caso vía inbox quedamos a la espera de tus mensajes saludos
202006|desde el dia de ayer mi internet se cae totalmente ni siquiera linea telefonica tengo siempre se cae desde las 1 40 pm somos dos personas que trabajamos en casa y ya perdimos dos dias de trabajo que no nos pagarán me pregunto ustedes siempre me cobrarán
202006|mejor marque el 22505555 alli atienden rapido y le resuelven al instante
202006|cmo si estuvieran sus datos para darte buenas respuesta amigo ellos asi son nunca pueden exigales no sedeje
202006|eliza alvarenga ya puse la solicitud hace 3 días di hasta dos numero de telefono y nada hoy todo el dia ni una hora de internet simplemente muerto
202006|jmauricio mina inbox
202006|buenas tardes en estos momentos ya se esta atendiendo tu consulta por medio de inbox estaremos atentos a tus comentarios saludos
202006|buen dia
202006|buenos días con gusto ampliaremos la información a tu consulta contactanos por medio de inbox para brindarte una atención personalizada quedamos a tus órdenes saludos
202006|yo igual reporte mi caso desde febrero dejé de pagarles xq no me brindan la respuesta a mi problema y como pagar por un servicio que ni me lo brindan
202006|hola buenos días irving es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu consulta te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos
202006|soluciones
202006|buenos días con gusto ampliaremos la información a tu consulta contactanos por medio de inbox para brindarte una atención personalizada quedamos a tus órdenes saludos
202006|hola buenos días irving es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu consulta te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos
202006|gracias por la info
202006|está mal la señal creo que si uno va pagando a tiempo deveriamos de tener buena señal
202006|buenos días cinthya estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox estaremos atentos a tus comentarios saludos
202006|cinthya herrera buenos días mi nombre es eliza y soy gestor de agencia claro con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox
202006|señores claro hace 2 días envié reporte vía correo porque no tenemos servicio de cable desde hace 6 días y en llamada nunca se puede acceder espero tener pronta solución
202006|norma alas buenos días mi nombre es eliza y soy gestor de agencia claro con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox
202006|eliza alvarenga con gusto muchas gracias ahorita mismo le escribo
202006|nombre estos de claro de pelaron pago un plan de 15 gb nombre ni un mugre vídeo puedo ver una señal q ni porrazos se levanta arreglen eso
202006|buenos días queremos ayudarte te invitamos a que nos escribas vía inbox con tus datos para brindarte una asistencia personalizada saludos
202006|ami me estan cobrando mora asi q ya no contare con el servicio de internet claro
202006|hola ernesto un gusto saludarte permítenos verificar tu caso escríbenos de favor a través de inbox y con gusto daremos seguimiento quedamos al pendientes de tu mensaje feliz día
202006|hola ernesto un gusto saludarte permítenos verificar tu caso escríbenos de favor a través de inbox y con gusto daremos seguimiento quedamos al pendientes de tu mensaje feliz día
202006|para cobrar si son puntuales pero hace 9 días mande mi reporte de internet y no me resuelven nada solo me dicen que van a meter la solicitud y dan número de caso y nada ahhh pero la factura ya me la mandaron
202006|envíanos los datos de tu servicio por inbox para poder ayudarte saludos
202006|pobre gente que dios los ilumine y les abra el entendimiento en todo sentido para que no sigan creyendo las mentiras que les lanza ya saben quien las empresas aunque tengan en su contabilidad un fondo de imprevistos nunca van a perdonar el no pago ni la mora se lo van a cargar al final infórmese directamente el mercado no tiene amigos tiene clientes
202006|buenos días cinthya estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox estaremos atentos a tus comentarios saludos
202006|envíanos los datos de tu servicio por inbox para poder ayudarte saludos
202006|buenos días queremos ayudarte te invitamos a que nos escribas vía inbox con tus datos para brindarte una asistencia personalizada saludos
202006|mejoren la señal en san luis de la reina casi no sirve y peor x las noches
202006|buenos días estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos
202006|si tienes razón yo fui a pagar y gual me cobraron mora
202006|son bien injustos con los cobros vienen súper elevados los recibos y con mora cosa que el presidente dijo que nos daba 3 meses para pagar después no estamos trabajando sería bueno llamar a defensoría al consumidor a ver qué nos solucionan
202006|buenos días estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox estaremos atentos a tus comentarios saludos
202006|buenos días estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos
202006|y la señal de internet no sirve y extra cobrando intereses si uno no paga a tiempo si son unos vivos no acatan las instrucciones del presidente es mentira ellos asen lo que quieren
202006|buenos días estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos
202006|buenos días estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox estaremos atentos a tus comentarios saludos
202006|buenos días estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos
202006|paquetes disponibles para modem
202006|hola será un placer brindarte los detalles envíanos un inbox junto con tu número estaremos a la espera feliz día
202006|katherine ayala inbox
202006|hola será un placer brindarte los detalles envíanos un inbox junto con tu número estaremos a la espera feliz día
202006|no me quejo del ínter tanta gente conectada todo el día es ovbio que fallará en algún momento
202006|llevamos desde el fin de semana con problemas con el internet pago mis facturas con mucha anticipación pero el servicio es deficiente entiendo que puedan tener problemas por la situación climática pero pagamos por un servicio y merecemos recibirlo espero que no ignoren los mensajes y solucionen pronto el problema claro el salvador
202006|compártenos los datos de tu servicio por inbox para poder ayudarte cuanto antes estaremos a la espera saludos
202006|eliza ayala buenas tardes mi nombre es eliza y soy gestor de agencia claro con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox
202006|compártenos los datos de tu servicio por inbox para poder ayudarte cuanto antes estaremos a la espera saludos
202006|hola ingrid con mucho gusto te ayudamos escríbenos por favor en inbox para poder darle seguimiento a tu caso quedamos a la espera saludos
202006|mejor mejoren la señal q pésimo servicio en serio
202006|cuanto cuesta el residencial
202006|xenia estamos en la espera que nos proporciones tus datos en privado para poder verificar y ayudarte estaremos atentos
202006|nosotros llevamos 5 dias sin cable malisima la señal en olocuilta
202006|hola envíanos tu número de servicio por privado y lo verificamos con gusto saludos
202006|jacky cabrera buenas tardes mi nombre es eliza y soy gestor de agencia claro con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox
202006|eliza alvarenga fijese q no tengo imbox
202006|hola con el objetivo de ayudarte envíanos tus datos por medio de mensaje quedamos a tus órdenes saludos
202006|xenia estamos en la espera que nos proporciones tus datos en privado para poder verificar y ayudarte estaremos atentos
202006|hola envíanos tu número de servicio por privado y lo verificamos con gusto saludos
202006|queremos ayudarte escríbenos en privado para revisar tu servicio quedamos atentos saludos
202006|mal servicio brindan claro
202006|hola estela estamos interesados en tu comentario por favo escríbenos vía inbox con tus datos para poder ayudarte quedamos a la espera saludos
202006|hola estela estamos interesados en tu comentario por favo escríbenos vía inbox con tus datos para poder ayudarte quedamos a la espera saludos
202006|que les pasa esta fallando la señal
202006|elmer gonzalez buenos días puede escribirme al 70088045
202006|buenas tardes estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos
202006|inbox solo con su mismo número sin necesidad de firma de contrato por 6 meses
202006|buenas tardes estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos
202006|mi línea fija no sirve ya casi 8 días
202006|buenas tardes comentarte que tenemos todo el deseo de ayudarte con tu caso debido a ello te solicitamos información que nos ayude a realizarlo quedamos a la espera de tus mensajes saludos
202006|armida abarca buenas tardes mi nombre es eliza y soy gestor de agencia claro con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox
202006|eliza alvarenga es línea fija 22803418
202006|armida abarca inbox
202006|hola con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos
202006|de verdad deberían de dejar de hacer publicaciones que nada tienen que ver con su servicio y ponerse arreglar los problemas que ustedes tienen con su internet y cable por que en mi caso no tengo ni internet residencia ni móvil ya no se ni donde quejarme y me quejo por que lo ocupo para trabajar en mi casa pero cuando ya no me paguen por que no hago nada por que no tengo internet a ustedes van hacer los primeros que dejare de pagar pero me mandan como 6 msj al día para pagar a parte de los correos y con gusto pagara si tuviera servicio
202006|buenas tardes estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox estaremos atentos a tus comentarios saludos
202006|buenas tardes estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox estaremos atentos a tus comentarios saludos
202006|dan un pésimo servicio en izalco ya hagan algo
202006|buenas tardes estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos
202006|yo tengo aprobada la conexión del servicio desde el 31 de mayo y hasta este dia nada la solicitud la llené el 22 del mismo mes me urge el servicio porque de eso depende mi trabajo
202006|juan ramon cruz montano buenas tardes será un gusto ayudarle inbox
202006|eliza alvarenga ok
202006|juan ramon cruz montano inbox
202006|buenas tardes caballero disculpe ya le solucionaron
202006|buenas tardes estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos
202006|no me sirve la línea fija y el internet se está va de caer hagan algo señores yo tengo que trabajar desde casa
202006|hola envíanos tu número de servicio por privado y lo verificamos con gusto saludos
202006|buenas tardes en la zona oriental tenemos afectación de e1 enlaces de datos líneas móviles e internet
202006|queremos darle seguimiento a lo que nos comentas por favor escríbenos en privado
202006|queremos darle seguimiento a lo que nos comentas por favor escríbenos en privado
202006|buenas me podrian ayudar con la señal de mi internet porfa la señal esta muy mala en ilopango canton san jose changallo mi numero de cliente es 93015251 nomas el cable me agarra bien la señal esta muy devil y la linea fija no me da señal
202006|lo mismo me pasa ami nunca contestan
202006|buenas tardes edgar estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox para verificar y realizar pruebas estaremos atentos a tus comentarios saludos
202006|tenemos problemas con la señal de servisio residencial necesitados un técnico
202006|hola tifa juarez d moreno buenas noches comentarte estaremos brindando seguimiento a tu caso vía inbox quedamos atentos a tus mensajes saludos
202006|internet residencial y línea celular sin cobertura
202006|muy caro y mala señal
202006|señora paguele con tarjeta de debito por telefono o busque un punto express asi hago yo sino se acumula todo la deuda
202006|hola buenas tardes yo pido información de un aparato lo kiero adkirir y no medan una buena información
202006|buenas tardes erika estamos interesados en ayudarte en estos momentos ya se esta atendiendo tu consulta por medio de inbox estaremos atentos a tus comentarios saludos
202006|nohay señal en todo usulutan
202006|un gusto saludarte hemos verificado que ya se lleva el seguimiento de tu caso vía inbox cualquier consulta estamos a la orden feliz tarde
202006|yo estoy al día con los pagos y de igualmanera tengo 6 días de no tener el servicio un llamado señores de claro seamos responsables con el servicio no tengo recibos pendientes
202006|un gusto saludarte hemos verificado que ya se lleva el seguimiento de tu caso vía inbox cualquier consulta estamos a la orden feliz tarde
202006|que paso con la señal de datos en mi zona en 2g quizas se navega
202006|buenas tardes victor queremos revisar lo que nos comentas por favor envíanos un inbox con tus datos para darle seguimiento a tu caso quedamos a la espera de tus comentarios saludos
202006|llevo días queriendo comunicarme con un técnico y solo me sale un audio de espera tengo mi router arruinado la señal se cae a cada rato el recibo me viene con mora y se supone que se darían los 3 meses que dio el gobierno mejor voy tener que optar por quitar el servicio
202006|hola buenas tardes ángel un gusto saludarte estamos interesados en tu caso por favor envíanos por inbox tus datos para ayudarte con lo que nos comentas quedamos a la espera de tu mensaje
202006|la velocidad del internet residencial está malisimo a cada rato se va quisiera que arreglaran eso porque está muy mal
202006|hola buenas tardes es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu caso te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos
202006|necesito cuenta para hacer pago
202006|buenas tardes si tienes alguna duda o consulta puedes escribirnos vía inbox será un placer atenderte quedamos a tus ordenes saludos
202006|a nosotros nos dijieron que vendrian y no
202006|buenas tardes comentarte que estamos bríndando seguimiento vía inbox quedamos a la espera de tus respuestas saludos
202006|hola buenas tardes cómo te podemos ayudar
202006|buenas tardes comentarte que estamos bríndando seguimiento vía inbox quedamos a la espera de tus respuestas saludos
202006|algún asesor de claro de cojutepeque necesito internet gente que de verdad me llene la solicitud tengo más de 2 meses de estar esperando
202006|elmer gonzalez imbox o whatsapp al 78026963
202006|hola buenas tardes elmer estamos interesados en verificar tu caso por este medio por favor envíanos un inbox con tus datos para poderte ayudar saludos
202006|elmer gonzalez inboc
202006|es la señal o que no puedo hacer llamadas en aguilares
202006|hola buenas noches con el objetivo de ayudarte te solicitamos nos envíes tus datos vía inbox para dar seguimiento a tu caso quedamos a la espera de tus datos saludos
202006|sali domingo a querer pagar y estaba cerrado hoy fui y había una mega cola ya estaba lloviendo y traía compras así que no me quede cada vez es más difícil pasar hacer los pagos sin embargo la mora si la cobran cada mes y si no es el día que toca salir no lo dejan pasar y entonces
202006|quiero contactar a agente claro pero no me respo den
202006|hola javier buenas noches estamos dando seguimiento a tu caso vía inbox quedamos a la espera de tus mensajes saludos
202006|javier quintanilla maradiaga inbox
202006|javier quintanilla maradiaga como puedo ayudarle me puede escribir inbox o al 70088045
202006|buenas noches no e pagado desde que empezó la cuarentena quisiera saber como se ara y cuánto deberé cancelar mensual cubríendo estos tres meses
202006|geovanny fajardo buen día mi nombre es sara rivas soy gestor de agencia claro y será un gusto apoyarle puede escribirme en whatsapp al 63003488 xon gusto le brindo más información del proceso a realizar
202006|me gustaría activar interne del de a 15 dólares nose si tienen para el lado de cara sucia
202006|hola buenas noches brayan con gusto te proporcionamos la información que necesitas por favor envíanos vía inbox tus datos para brindarte mayor detalle de nuestras promociones quedamos a la espera de tu mensaje
202006|brayan ramirez inbox
202006|brayan ramirez con gusto puedo brindarle información me puede escribir al 70088045
202006|mal servicio de estos señores de claro
202006|hola buenas noches lyon dos recuerda que si posees alguna consulta o duda acerca de nuestros servicio estamos a tus ordenes vía inbox saludos
202006|hola buenas noches lyon dos recuerda que si posees alguna consulta o duda acerca de nuestros servicio estamos a tus ordenes vía inbox saludos
202006|y si en mi zona no hay ningún problema con la circulación por qué no me han visitado desde el sábado 30 de mayo reporté que no servía el internet ni la línea fija dijeron que enviaban un técnico en 48 horas ya pasaron 6 días y sigo esperando el número de reporte es el 55538465
202006|hola tifa juarez d moreno buenas noches comentarte estaremos brindando seguimiento a tu caso vía inbox quedamos atentos a tus mensajes saludos
202006|no tengo señal de cable me pueden ayudar gracias
202006|rafael granados buenos dias será un gusto apoyarle me podría enviar la información de su servicio via inbox
202006|buenos días con gusto te brindamos asistencia envíanos un inbox junto con el número de tu servicio por favor quedamos a la espera saludos
202006|ofertas de celulares prepago por favor
202006|buenos días con gusto ampliaremos la información a tu consulta contactanos por medio de inbox para brindarte una atención personalizada quedamos a tus órdenes saludos
202006|buenos días con gusto ampliaremos la información a tu consulta contactanos por medio de inbox para brindarte una atención personalizada quedamos a tus órdenes saludos
202006|buenos días con gusto te brindamos asistencia envíanos un inbox junto con el número de tu servicio por favor quedamos a la espera saludos
202006|hola buen dia para pagar el recibo en las agencias hay que llevar el dui hoy se vence el recibo y no me toca salir
202006|hola buenos días sarai te comento que si atendemos según el dui que este autorizado a salir ese día escribenos por inbox para ayudarte
202006|vaya señores de claro sus empleados son unos mentirosos ya que ellos habian cerrado los casos diciendo que ya habían reparado ayer se habló nuevamente y eso nos dijeron en atención al cliente vamos por el quinto caso y nada que tenemos que irnos a otras instancias para que hagan algo
202006|desde el domingo pasado estamos sin ínter ya lo recordamos y no solucionan nada los vecinos si tienen solo el de mi casa no funciona
202006|hola buenas tardes con gusto verificamos tu caso escríbenos por inbox quedamos al pendiente de tu respuesta
202006|hola buenas tardes con gusto verificamos tu caso escríbenos por inbox quedamos al pendiente de tu respuesta
202006|buenas tardes quiero saber el saldo para cancelar el mes pasado pague a traves de aki gracias
202006|hola buenas tardes es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu consulta te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos
202006|claro el salvador oigan x q no c proponen a poner lineas de wifi cables de cobre en todo el pais para mantener conectada a toda la poblacion x ejemplo donde yo rrecido hay varias personas contandome peronas q quieren poner wifi pero no podemos x q no hay lineas wifi no hay cables de cobre x favor les agradeceria q pusieran en cobertura el lugar donde yo vivo se los pido de todo corazon
202006|un gusto saludarte ever estamos en toda la disposición de ayudarte por este medio escríbenos para verificar tu caso estaremos pendientes saludos
202006|un gusto saludarte ever estamos en toda la disposición de ayudarte por este medio escríbenos para verificar tu caso estaremos pendientes saludos
202006|como se realiza el test de internet que necesito en mi casa no lo encuentro en su página
202006|hola buenas noches es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu consulta te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos
202006|buenas tardes quería pedir ayuda por favor soy docente se volvió a caer el internet desde la madrugada del 2 de junio ya lo reporte y no han hecho nada y si el lunes inician las clases tengo que recibir tareas de los alumnos ya tardaron demasiado
202006|mejor den un mejor servicio y pongan el superpack ilimitado con los horarios de antes martes viernes y sábado el de 2 00 y jueves y domingo el de 0 99 qué les cuesta solo lo dejan dos pinches días
202006|hola con todo gusto aclaramos todas tu dudas nos podrías escribir vía inbox estaremos pendientes feliz noche
202006|hola con todo gusto aclaramos todas tu dudas nos podrías escribir vía inbox estaremos pendientes feliz noche
202006|no comprendo porque me cobraron multa el mes pasado por haberme retrasado poquitos días estando en la situación que estamos y a parte que el servicio de internet ha estado con problemas espero tomen en cuenta mi reclamo
202006|no tenemos cable toda la semana por favor necesitamos que lo arreglen pronto
202006|ya un mes sin servicio de internet
202006|claro el salvador noooo sirve el internet
202006|hola any esstamos en la disposición de ayudarte por favor envíanos los datos de tu srvicio vía inbox quedaremos atentos para brindar seguimiento
202006|claro el salvador si ustedes no me solucionan pondre la denuncia a la defensoria del consumidor
202006|ustedes dicen quédate en casa pero ay están puya que puya para que uno pague y como vamos a pagar si andantes tengo para tortillas degen de molestar
202006|hola manuel con gusto verificamos tu caso escríbenos en inbox para poder ayudarte quedamos al pendiente saludos
202006|porque están cobrando morra por el atraso de pago de factura cuando el presiente nayit bukele claramente dijo que eso no se debe hacer
202006|hola buena tardes yolanda rivera queremos verificar tu caso te invitamos a contactarnos vía inbox para brindarte una atención personalizada estaremos al pendiente de tu mensaje saludos
202006|son bien injustos con los cobros vienen súper elevados los recibos y con mora cosa que el presidente dijo que nos daba 3 meses para pagar después no estamos trabajando sería bueno llamar a defensoría al consumidor a ver qué nos solucionan
202006|hola buenas tardes es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu caso te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos
202006|hola buenas tardes es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu caso te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos
202006|cuanto cuesta el internet claro
202006|cindy aldana puede escribirme al whatsapp 60621993 para ayudarle
202006|buenas noches cindy aldana nos encantaría que puedas disfrutar tus servicios con nosotros envíanos un inbox si deseas una información más detallada de nuestros paquetes quedamos a tus órdenes saludos
202006|cindy aldana inbox
202006|cindy aldana le envié inbox
202006|me podrían vidran la información porfavor
202006|hola buenas noches para brindarte la asistencia necesaria para tu caso por favor escribenos vía inbox saludos
202006|gabriela sibrian le envié inbox
202006|gabriela sibrian inbox
202006|claro el salvador hay dios quieren mas gente que pague lo que otros no pagan
202006|cecibel estaremos atentos a tus datos para brindar seguimiento a tu caso esperamos tu mensaje
202006|claro el salvador si ni contestan
202006|comentarte que tenemos todo el deseo de ayudarte con tu caso debido a ello te solicitamos información que nos ayude a realizarlo quedamos a la espera de tus comentarios saludos
202006|claro el salvador desde ayer estoy esperando respuesta
202006|y en ese caso como hago aver si los medios que tienen no contestan menos por teléfono para ofrecer son buenos pero para dar soluciones nada que ver
202006|hola con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos
202006|tienen alguna promoción de internet residencial más laptop
202006|maria mercedes paz puede escribir al whatsapp 60621993 para mayor información
202006|omar wonka gracias
202006|maria mercedes paz para servirle le dejé un inbox en messenger
202006|muy amable omar
202006|maria mercedes paz inbox
202006|hola maría buenas noches comentarte estaremos brindando seguimiento a tu solicitud vía inbox quedamos atentos a tu respuesta saludos
202006|buenas noches ya abrieron las sucursales claro en occidente
202006|hola buenas noches es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu consulta te invitamos puedas escribirnos vía inbox o puedes visitar nuestra pagina para conocer los horarios https cutt ly xycn6zb quedamos a la espera de tus comentarios saludos
202006|tengan un poco de consideración con los pagos al menos no deberían de cobrar mora porque uno por la situación no puede pagar a tiempo
202006|hola jose por favor escríbenos vía inbox para indicarte nuestros planes disponibles quedamos a la espera saludos
202006|hola estrella buenas noches estamos interesados en verificar tu caso con gusto le damos seguimiento a tu caso vía inbox quedamos a la espera de tu respuesta saludos
202006|de que sirve tener un servicio si no dan ni solución para pagar una factura
202006|hola buenas noches es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu consulta te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos
202006|buenas noches cindy aldana nos encantaría que puedas disfrutar tus servicios con nosotros envíanos un inbox si deseas una información más detallada de nuestros paquetes quedamos a tus órdenes saludos
202006|hola buenas noches es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu consulta te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos
202006|hola estrella buenas noches estamos interesados en verificar tu caso con gusto le damos seguimiento a tu caso vía inbox quedamos a la espera de tu respuesta saludos
202006|hola necesito que me vengan a arreglar el cable de mi tv
202006|hola un gusto saludarte abelina permítenos verificar tu caso escríbenos de favor a través inbox con gusto te ayudaremos y te brindamos asistencia quedamos al pendiente de tu mensaje feliz noche
202006|abelina flored buenos días soy gestor de agencia claro será un gusto apoyarle me podría enviar la información de su servicio via inbox
202006|le agradezco mucho ya me solucionaron mi problema muchas gracias
202006|hola nesecito un telefono prepago
202006|hola buenas noches es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu consulta te invitamos puedas escribirnos vía inbox o visitar nuestra pagina oficial tiendaenlinea claro com sv para para poder adquirir un de nuestros celulares quedamos a la espera de tus comentarios saludos
202006|señores de claro es increíble como se estafan a la gente compré un alcatel 3v y no sirve la batería no dura más de 4 horas
202006|hola hector buenas noches estamos interesados en verificar tu caso te solicitamos nos escribas en privado para dar seguimiento saludos
202006|hector portillo a cuanto lo compraste amigo
202006|mi internet es muy lento porque que seria señores d claro yo apajo mi cel no se me muevo pa un lado y otro para q m funcione los vídeos carga y carga y no m funciona no se que hacer yaaa
202006|hola juan buenas noches estamos en toda la disposición de ayudarte favor envíanos los datos de tu servicio vía inbox para verificar el caso quedamos atentos a tu respuesta saludos
202006|porq me estan cobrando mora internet residencial
202006|hola rome sanchez buenas noches estamos en toda la disposición de ayudarte favor envíanos los datos de tu servicio vía inbox para brindar seguimiento al caso quedamos atentos a tu respuesta saludos
202006|que planes pos pago tienen
202006|hola jose por favor escríbenos vía inbox para indicarte nuestros planes disponibles quedamos a la espera saludos
202006|un gusto saludarte cualquier consulta no dudes en contactarnos quedamos a tus órdenes saludos
202006|jose hernandez buen día mi nombre es sara rivas y soy gestor de agencia claro será un gusto apoyarle puede escribirme vía whatsapp 63003488 por cualquier consulta
202006|zarita de ortega gracias
202006|deberían de extender la cobertura de internet inalámbrico hay muchos lugares q se necesita ese servicio
202006|buenos días manuel tomaremos en cuenta tu cometario para poder brindar cobertura en todo el salvador saludos
202006|manuel aguilar inbox
202006|buenos días queremos ayudarte si presentas algún inconveniente con uno de nuestros servicios te invitamos a que nos escribas vía inbox con tus datos para brindarte una asistencia personalizada saludos
202006|buenos días manuel tomaremos en cuenta tu cometario para poder brindar cobertura en todo el salvador saludos
202006|que paquetes tienen para casa claro
202006|buenos días con gusto ampliaremos la información a tu consulta contactanos por medio de inbox para brindarte una atención personalizada quedamos a tus órdenes saludos
202006|susy zambrano imbox
202006|susy zambrano inbox
202006|buenos días con gusto ampliaremos la información a tu consulta contactanos por medio de inbox para brindarte una atención personalizada quedamos a tus órdenes saludos
202006|hola buenos dias xq no hay buena señal hoy bueno yo soy de municipios de cuyultitan departamento de la paz hoy cada rato se ba la señal de claro
202006|luis hernandez le mandé inbox con la información
202006|buenos días estamos interesados en ayudarte por favor envíanos tus datos por medio de inbox estaremos atentos a tus comentarios saludos
202006|no tengo ínter me pueden ayudar
202006|ayala ernesto buen día mi nombre es sara rivas y soy gestor de agencia claro será un gusto apoyarle puede escribirme vía whatsapp 63003488 más información de su caso y así hacer reporte
202006|zarita de ortega hola ya tengo el técnico en la casa
202006|muchas gracias
202006|estamos para servirte ernesto
202006|vaya señores de claro sus empleados son unos mentirosos ya que ellos habian cerrado los casos diciendo que ya habían reparado ayer se habló nuevamente y eso nos dijeron en atención al cliente vamos por el quinto caso y nada que tenemos que irnos a otras instancias para que hagan algo
202006|muchas gracias por solventar mi caso super rápido les agradezco mucho
202006|nos complace saberlo ernesto de igual manera quedamos a tus órdene feliz tarde
