"Mes","comentario","text_tokens"
202006,"con gusto verificamos tu caso sin embargo es necesario nos escribas vía inbox estaremos al pendiente saludos","con gustar verificar tu casar sin embargar ser necesario no escriba vía inbox estar al pendiente saludo"
202006,"cierran para cobrar más en la factura lo digo por que ami me cobraron 6 58 de mas por que me pase de la fecha y se supone que no cobrarían más","cerrar parar cobrar más en el facturar el decir por que ami me cobrar 6 58 de mas por que me pasar de el fechar y se suponer que no cobrar más"
202006,"buenos días mencionarte que tenemos todo el deseo de ayudarte por seguridad a tu información te invitamos nos contactes vía inbox para brindarte un seguimiento mas personalizado quedamos a la espera de tus comentarios feliz día","bueno día mencionarte que tener todo el desear de ayudarte por seguridad a tu información te invitar no contactar vía inbox parar brindarte uno seguimiento mas personalizar quedar a el esperar de tu comentario feliz día"
202006,"excelente a pesar de todo están llamando poniesndose en contacto con nosotros gracias","excelente a pesar de todo estar llamar poniesndose en contactar con nosotros gracia"
202006,"y la señal en mejicanos está malísima el inter falla a cada rato y no es x las lluvias esto esta sucediendo desde la pamdemia","y el señal en mejicano estar malísima el inter fallar a cada rato y no ser x el lluvia este este suceder desde el pamdemia"
202006,"rebeca martinez buenos días mi nombre es eliza y soy gestor de agencia claro con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox","rebeca martinez bueno día mi nombrar ser eliza y ser gestor de agenciar claro con gustar poder darle seguimiento a su casar me poder enviar el información de su servicio via inbox"
202006,"buenas noches rebeca brindamos seguimiento a tu caso por medio de inbox saludos","bueno noche rebeca brindar seguimiento a tu casar por mediar de inbox saludo"
202006,"mi pregunta es cuáles son los bancos autorizados para pagar el cable","mi preguntar ser cuál ser el banco autorizar parar pagar el cable"
202006,"hola buenos días brendita comentarte que puedes consultar en el siguiente enlace los medios de pago disponibles https www claro com sv personas atencion al cliente puntos de pago saludos","hola bueno día brendita comentarte que poder consultar en el siguiente enlazar el medio de pagar disponible https www claro com sv persona atencion al cliente punto de pagar saludo"
202006,"san miguel tepezontes la paz sin señal de red wifi desde ayer espero puedan reestablecer el servicio lo antes posibles","santo miguel tepezontes el paz sin señal de red wifi desde ayer esperar poder reestablecer el servicio el antes posible"
202006,"hola buenos días rina es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu consulta te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos","hola bueno día rina ser uno gustar poder saludarte mencionarte que con gustar brindar uno seguimiento más personalizar a tu consultar te invitar poder escribirnos vía inbox quedar a el esperar de tu comentario saludo"
202006,"rina ortiz mi nombre es jonathan gonzález soy asesor de agencia si gusta envíeme sus datos a whatsapp 78536771 para darle seguimiento a su caso","rina ortiz mi nombrar ser jonathan gonzález ser asesor de agenciar si gustar envíeme su dato a whatsapp 78536771 parar darle seguimiento a su casar"
202006,"desde ayer asta ahora la red me falló compre un paquete de internet el cual no pude usar asta este momento","desde ayer asta ahora el red me fallar comprar uno paquete de internet el cual no poder usar asta este momento"
202006,"nunca contestan los correos les he escrito como 4 correos y no me contestan","nunca contestar el correo les haber escribir comer 4 correo y no me contestar"
202006,"carlos peraza mi nombre es jonathan gonzález soy asesor de agencia si gusta envíeme sus datos a whatsapp 78536771 para darle seguimiento a su caso","carlos peraza mi nombrar ser jonathan gonzález ser asesor de agenciar si gustar envíeme su dato a whatsapp 78536771 parar darle seguimiento a su casar"
202006,"abimael gonzalez excelente ya le envió","abimael gonzalez excelente ya le enviar"
202006,"carlos peraza perfecto","carlos peraza perfecto"
202006,"hola buenos días como hago para pagar mi factura yo no puedo pagar en línea solo tienda como le hago","hola bueno día comer hacer parar pagar mi facturar yo no poder pagar en líneo solo tender comer le hacer"
202006,"hola buenos días alexander es un gusto poder saludarte mencionarte que con gusto brindaremos un seguimiento más personalizado a tu consulta te invitamos puedas escribirnos vía inbox quedamos a la espera de tus comentarios saludos","hola bueno día alexander ser uno gustar poder saludarte mencionarte que con gustar brindar uno seguimiento más personalizar a tu consultar te invitar poder escribirnos vía inbox quedar a el esperar de tu comentario saludo"
202006,"quiero saber como sera el pago ya que este mes se empieza a pagar y me urge que me contesten","querer saber comer sera el pagar ya que este mes se empezar a pagar y me urgir que me contestar"
202006,"buenos días elizabeth escríbenos en inbox para poder verificar el caso quedamos a la espera saludos","bueno día elizabeth escríbenos en inbox parar poder verificar el casar quedar a el esperar saludo"
202006,"hola buenas tardes le puede ayudar con su pregunta soy asesora de claro le enviare un mensaje para aclarar dudas bendiciones","hola bueno tardar le poder ayudar con su preguntar ser asesor de claro le enviar uno mensaje parar aclarar duda bendición"
202006,"hola buenos días brendita comentarte que puedes consultar en el siguiente enlace los medios de pago disponibles https www claro com sv personas atencion al cliente puntos de pago saludos","hola bueno día brendita comentarte que poder consultar en el siguiente enlazar el medio de pagar disponible https www claro com sv persona atencion al cliente punto de pagar saludo"
202006,"la señal esta muy mala la verdad tanto en celulares como en internet y ya más de 24 horas asi","el señal este muy malo el verdad tanto en celular comer en internet y ya más de 24 hora asi"
202006,"edgar lozano me llamo carmen de vargas ejecutiva atención cliente claro envíeme sus datos via inbox para poder dar seguimiento a su caso ag0034 9696","edgar lozano me llamar carmen de varga ejecutivo atención cliente claro envíeme su dato via inbox parar poder dar seguimiento a su casar ag0034 9696"
202006,"hola edgar buenos días estamos en la disposición de verificar y ayudarte por favor envíanos un inbox con tu nombre completo y tu número de servicio estaremos al pendiente saludos","hola edgar bueno día estar en el disposición de verificar y ayudarte por favor envíanos uno inbox con tu nombrar completar y tu número de servicio estar al pendiente saludo"
202006,"buenos días elizabeth escríbenos en inbox para poder verificar el caso quedamos a la espera saludos","bueno día elizabeth escríbenos en inbox parar poder verificar el casar quedar a el esperar saludo"
202006,"san miguel tepezontes en el departamento de la paz no hay señal desde el día de ayer","santo miguel tepezontes en el departamento de el paz no haber señal desde el día de ayer"
202006,"hola por inbox te estamos brindando seguimiento saludos","hola por inbox te estar brindar seguimiento saludo"
202006,"carlos garcia esq hasta ahí no llega ni el alumbrado electrica","carlos garcia esq hasta ahí no llegar ni el alumbrar electrica"
202006,"isaias palacios ac chistocito arenita cenaste payaso o que pex","isaias palacio ac chistocito arenita cenar payaso o que pex"
202006,"carlos garcia tranquilo edmundo","carlos garcia tranquilo edmundo"
202006,"isaias palacios ac vacil maje vacil","isaias palacio ac vacil majar vacil"
202006,"buenos días y tambien el servicio a domicilio no estará disponible","bueno día y tambien el servicio a domiciliar no estar disponible"
202006,"hola buenas noches maydeli daremos seguimiento a tu caso por medio de inbox estaremos al pendiente de tus comentarios saludos","hola bueno noche maydeli dar seguimiento a tu casar por mediar de inbox estar al pendiente de tu comentario saludo"
202006,"eso de estar mandando reportes es por gusto ami siempre me cobraron mora viendo la emergencia que tenemos en el país yo vivo en un municipio que por desgracia no hay agencias claro ypeor no hay puntos pagos y ellos bien lo saben pero no son considerados","ese de estar mandar reportar ser por gustar ami siempre me cobrar morar ver el emergencia que tener en el país yo vivir en uno municipio que por desgraciar no haber agencia claro ypeor no haber punto pago y ellos bien el saber pero no ser considerar"
202006,"con gusto verificamos tu caso sin embargo es necesario nos escribas vía inbox estaremos al pendiente saludos","con gustar verificar tu casar sin embargar ser necesario no escriba vía inbox estar al pendiente saludo"
202006,"póngale una demanda","póngale unir demandar"
202006,"moran liliana si no es empleada y se dedica a sector informal ventas negocio propio etc tuvo que solicitar el descuento en tienda yo lo hice y me lo aplicaron","morar liliana si no ser empleado y se dedicar a sector informal venta negociar propio etcétera tener que solicitar el descontar en tender yo el hacer y me el aplicar"
202006,"joss ayala de que manera mevan haser ese descuento en realidad yono no soy empleada y lo peor pago 27 dolares por diez guiabays solo por nesecidad de que mis niñas agan sus tareas y lo peor eso no es suficiente porque siempre terminamos haciendo recargas porque se termina rápido y la mala señal porque es atravez de router creo que hasi se llama el aparato que se recarga porque la zona es rural aquí nohay lineas para poder tener un mejor beneficio soy de nejapa zona rural aquí alas familias así nos toca gastar mas en eso que enlo que nuestros niños comen porque hoy el sistema de educación nos obliga a estar conectados","joss ayala de que manera mevan haser ese descontar en realidad yono no ser empleado y el peor pagar 27 dolar por diez guiabays solo por nesecidad de que mi niño agan su tarea y el peor ese no ser suficiente porque siempre terminar hacendar recarga porque se terminar rápido y el malo señal porque ser atravez de router crear que hasi se llamar el aparato que se recargar porque el zona ser rural aquí nohay linear parar poder tener uno mejor beneficiar ser de nejapa zona rural aquí ala familia asir no tocar gastar mas en ese que enlo que nuestro niño comer porque hoy el sistema de educación no obligar a estar conectar"
202006,"nesecito saber como boy a recibir el descuento de lo que me cobraron por la mora del mes de mayo porque no pude acercarme ala agencia claro acanselar en nejapa no hay puntos pagos ni agencias claro y no me perdonaron me cobraron la mora pague 58 dólares pordos meses de ínter mi factura es de 27 14 por mes","nesecito saber comer boy a recibir el descontar de el que me cobrar por el morar del mes de mayar porque no poder acercarme ala agenciar claro acanselar en nejapa no haber punto pago ni agencia claro y no me perdonar me cobrar el morar pagar 58 dólar pordos mes de ínter mi facturar ser de 27 14 por mes"
202006,"buenos tardes estamos interesados en verificar tu caso por favor escríbenos por medio de inbox con tus datos personales estaremos atentos a tus comentarios saludos","bueno tardar estar interesado en verificar tu casar por favor escríbenos por mediar de inbox con tu dato personal estar atento a tu comentario saludo"
202006,"deberían de poner tendido de lineas en esta zona en nejapa nueva esperanza aquí muchos niños estudian y ahora estamos obligados a estar conectados por tanta tareas yno es posible aquí no todos somos empleados por esa causa no podemos tener mejores beneficios y que lo poco que se recoje se este gastando solo en internet yo no soy empleada tengo un pequeño negocio propio que por el momento esta detenido por la emergencia que desde abril emos tenido que estar sufriendo pero nuestros hijos estudian y con eso no nos podemos detener porque queremos verlos que terminen sus carreras gracias","deber de poner tender de linear en este zona en nejapa nuevo esperanzar aquí mucho niño estudiar y ahora estar obligado a estar conectar por tanto tarea yno ser posible aquí no todo ser empleado por ese causar no podar tener mejor beneficio y que el poco que se recoje se este gastar solo en internet yo no ser empleado tener uno pequeño negociar propio que por el momento este detener por el emergencia que desde abril emos tener que estar sufrir pero nuestro hijo estudiar y con ese no no podar detener porque querer verlos que terminar su carrera gracia"
202006,"moran liliana asi es no es culpa de nosotros deberian solo cobrarnos el mes sin mora pero asi es el que tiene quiere mas y no le importa la situacion que estamos viviendo","morar liliana asi ser no ser culpar de nosotros deberian solo cobrarnos el mes sin morar pero asi ser el que tener querer mas y no le importar el situacion que estar vivir"
202006,"buenas tardes es un gusto saludarte si deseas más información te invitamos a que nos escribas por inbox quedamos atentos saludos","bueno tardar ser uno gustar saludarte si desear más información te invitar a que no escriba por inbox quedar atento saludo"
202006,"moran liliana e igual a mi me cobranron mora a ellos no les importa","morar liliana e igual a mi me cobranron morar a ellos no les importar"
202006,"hola por la seguridad de tus datos envíanos tu información por medio de inbox para verificar lo que nos comentas de tu factura y poder ayudarte estaremos pendientes","hola por el seguridad de tu dato envíanos tu información por mediar de inbox parar verificar el que no comentar de tu facturar y poder ayudarte estar pendiente"
202006,"moran liliana si a todos los están cobrando así y demasiada mora porque mi contrato es de 22 y me cobraron 28 con mora son 6 dólares más que me cobraron","morar liliana si a todo el estar cobrar asir y demasiado morar porque mi contratar ser de 22 y me cobrar 28 con morar ser 6 dólar más que me cobrar"
202006,"hola mi problema es no tener recibo para poder cancelar cerca de mi lugar xq si se puede con recibo y no tengo vehiculo para transportarme hacia quezaltepeque","hola mi problema ser no tener recibir parar poder cancelar cercar de mi lugar xq si se poder con recibir y no tener vehicular parar transportarme hacia quezaltepeque"
202006,"para poder brindarte mayor detalle solicitamos que puedas contactarnos mediante inbox quedamos en espera de tus mensajes saludos","parar poder brindarte mayor detallar solicitar que poder contactarnos mediante inbox quedar en esperar de tu mensaje saludo"
202006,"claro el salvador y el otro mes ya esta la factura ya esta de 27 24 tengo que pagar ya esta con mora también","claro el salvador y el otro mes ya este el facturar ya este de 27 24 tener que pagar ya este con morar también"
202006,"claro el salvador pero sean ustedes consientes","claro el salvador pero ser vosotros consentir"
202006,"si igual yo abril pague 15 de internet y en mayo que pague en linea me salieron 42 dolares para eso si son buenos lo c","si igual yo abril pagar 15 de internet y en mayar que pagar en linear me salir 42 dolar parar ese si ser bueno el c"
202006,"un gusto saludarte estamos en toda la disposición de ayudarte pero necesitamos que nos brindes datos de tus servicio que nos permita verificar lo sucedido quedamos atentos","uno gustar saludarte estar en todo el disposición de ayudarte pero necesitar que no brindar dato de tu servicio que no permitir verificar el suceder quedar atento"
202006,"buenas noches dinora un gusto poderte saludar permítenos verificar tu caso te invitamos que nos escribas a través de de inbox y daremos seguimiento quedamos al pendiente de tu mensaje saludos","bueno noche dinora uno gustar poderte saludar permítenos verificar tu casar te invitar que no escriba a través de de inbox y dar seguimiento quedar al pendiente de tu mensaje saludo"
202006,"hola buenas noches comentarte que estamos brindando seguimiento por inbox saludos","hola bueno noche comentarte que estar brindar seguimiento por inbox saludo"
202006,"moran liliana","morar liliana"
202006,"moran liliana defensoria del consumidor","morar liliana defensoria del consumidor"
202006,"nunk contestan los mensajes en inbox yo estoy mandar y mandar y nada","nunk contestar el mensaje en inbox yo estar mandar y mandar y nadar"
202006,"moran liliana igual ami","morar liliana igual ami"
202006,"malisimo servicio","malisimo servicio"
202006,"buenas tardes con gusto verificamos tu caso sin embargo es necesario nos escribas vía inbox estaremos al pendiente saludos","bueno tardar con gustar verificar tu casar sin embargar ser necesario no escriba vía inbox estar al pendiente saludo"
202006,"claro el salvador tengo el recibo q me yego doble y solo debo mayo mi pregunta es cmo boy apagar dos meses si no lo debo y tengo 3l comprobante","claro el salvador tener el recibir q me yego doblar y solo deber mayar mi preguntar ser cmo boy apagar do mes si no el deber y tener 3l comprobante"
202006,"buenas tardes marisol queremos revisar lo que nos comentas por favor envíanos un inbox con tus datos para darle seguimiento a tu caso quedamos a la espera de tus comentarios saludos","bueno tardar marisol querer revisar el que no comentar por favor envíanos uno inbox con tu dato parar darle seguimiento a tu casar quedar a el esperar de tu comentario saludo"
202006,"son una estafa dicen que están cerradas las sucursales lo hacen para pagar 2ble uno el siguiente mes más no pagare le dare debaja asi dw facil me paso aotro servicio","ser unir estafar decir que estar cerrada el sucursal el hacer parar pagar 2ble unir el siguiente mes más no pagar le dare debaja asi dw facil me pasar aotro servicio"
202006,"señores de claro les a seguro si no pagamos en la fecha ay biene cobró más caro","señor de claro les a seguro si no pagar en el fechar ay biene cobrar más caro"
202006,"hola any con gusto podemos asesorarte y brindarte una asistencia personalizada para ello te invitamos a que nos escribas en inbox por favor quedamos al pendiente saludos","hola any con gustar podar asesorarte y brindarte unir asistencia personalizar parar él te invitar a que no escriba en inbox por favor quedar al pendiente saludo"
202006,"hola una preguntala caja claro de internet ayer por un rrayo se quemo en ese caso que debo de hacer por favor no me dejen ignorado necesito una solución rrapida","hola unir preguntala caja claro de internet ayer por uno rrayo se quemar en ese casar que deber de hacer por favor no me dejar ignorar necesitar unir solución rrapida"
202006,"hola jesus queremos conocer más tu caso escríbenos por favor vía inbox y compártenos el número de tu servicio con gusto te brindaremos asistencia quedamos al pendiente saludos","hola jesus querer conocer más tu casar escríbenos por favor vía inbox y compártenos el número de tu servicio con gustar te brindar asistencia quedar al pendiente saludo"
202006,"jesus pérez buenas tardes mi nombre es eliza y soy gestor de agencia claro con gusto puedo darle seguimiento a su caso me podría enviar la información de su servicio via inbox","jesus pérez bueno tardar mi nombrar ser eliza y ser gestor de agenciar claro con gustar poder darle seguimiento a su casar me poder enviar el información de su servicio via inbox"
202006,"jesus pérez mi nombre es jonathan gonzález soy asesor de agencia si gusta envíeme sus datos a whatsapp 78536771 para darle seguimiento a su caso","jesus pérez mi nombrar ser jonathan gonzález ser asesor de agenciar si gustar envíeme su dato a whatsapp 78536771 parar darle seguimiento a su casar"
202006,"hola buenas tardes disculpe ami mean cortado el cable don lo puedo reportar","hola bueno tardar disculpar ami mear cortar el cable don el poder reportar"
202006,"hola buenas tardes jorge vayadares un gusto saludarte comentarte que estamos interesados en poder brindar el seguimiento a tu caso favor compártenos tus datos vía inbox quedamos en espera de tus mensajes saludos","hola bueno tardar jorge vayadares uno gustar saludarte comentarte que estar interesado en poder brindar el seguimiento a tu casar favor compártenos tu dato vía inbox quedar en esperar de tu mensaje saludo"
202006,"jorge alberto valladares resinos el cable solo melo andejado con cuatro canales y quisiera si mepudieran ayudar gracias","jorge alberto valladar resinos el cable solo melo andejado con cuatro canal y querer si mepudieran ayudar gracia"
202006,"hola jorge con el objetivo de ayudarte escríbenos por medio de inbox quedamos a tus órdenes saludos","hola jorge con el objetivar de ayudarte escríbenos por mediar de inbox quedar a tu orden saludo"
202006,"él servicio dé cable no me está trabajando desde la semana pasada me quedo solo con cuatro canales","él servicio dar cable no me estar trabajar desde el semana pasar me quedar solo con cuatro canal"
202006,"hola jorge las disculpas por lo que mencionas revisaremos qué está sucediendo con tus servicios por la seguridad de tu información podrías brindarnos tus datos vía inbox por favor","hola jorge el disculpa por el que mencionar revisar qué estar suceder con tu servicio por el seguridad de tu información poder brindarnos tu dato vía inbox por favor"
202006,"hola por inbox te estamos brindando seguimiento saludos","hola por inbox te estar brindar seguimiento saludo"
202006,"unos 2 meses sería lo más indicado","uno 2 mes ser el más indicar"
202006,"y las facturas del mes","y el factura del mes"
202006,"irichi valenguer buenas tardes con gusto le ayudo soy asesora de claro le enviare un mensaje","irichi valenguer bueno tardar con gustar le ayudar ser asesor de claro le enviar uno mensaje"
202006,"alexa ortiz de coreas muchas gracias ya realicé el pago","alexa ortiz de corea mucho gracia ya realizar el pagar"
202006,"ok con gusto estoy a su servicio cuando necesite algo bendiciones feliz tarde","ok con gustar estar a su servicio cuando necesitar algo bendición feliz tardar"
202006,"alexa ortiz de coreas muy linda gracias","alexa ortiz de corea muy lindar gracia"
202006,"buenas noches sandra con gusto te ayudamos con tu consulta envíanos un inbox para poder brindar respuesta a tu duda saludos","bueno noche sandra con gustar te ayudar con tu consultar envíanos uno inbox parar poder brindar respuesta a tu dudar saludo"
202006,"ni teniendo las salas abiertas ayudan mucho jajaja al menos su personal con pésimo servicio de atención al cliente no se arriesga con la situación climática actual","ni tener el sala abrir ayudar mucho jajaja al menos su personal con malo servicio de atención al cliente no se arriesgar con el situación climático actual"
202006,"buen día maggie nos interesa conocer más sobre lo que nos comentas te invitamos a que nos escribas vía inbox por favor para que podamos ayudarte si lo necesitas estaremos a la orden saludos","bueno día maggie no interesar conocer más sobrar el que no comentar te invitar a que no escriba vía inbox por favor parar que podar ayudarte si el necesitar estar a el orden saludo"
202006,"carlos ramos quizá no se pueda","carlos ramo quizá no se poder"
202006,"mary figueroa a la madre amor","mary figueroa a el madre amor"
202006,"buen día están interesados en contratar servicios","bueno día estar interesado en contratar servicio"
202006,"hola ingrid será un placer compartirte la información envíanos un inbox junto con un contacto telefónico por favor estaremos atentos feliz día","hola ingrid ser uno placer compartirte el información envíanos uno inbox juntar con uno contactar telefónico por favor estar atento feliz día"
202006,"esto para terminar de joder el ineficiente servicio que tienen tengo casi un mes esperando una llamada para renovar y cada vez que llamo es para escuchar su caballito de guerra escalar el caso con todo lo que han escalado ya deberían estar en la cima del monte everest totalmente decepcionado de ustedes","este parar terminar de joder el ineficiente servicio que tener tener casi uno mes esperar unir llamar parar renovar y cada vez que llamar ser parar escuchar su caballito de guerra escalar el casar con todo el que haber escalar ya deber estar en el cima del montar everest totalmente decepcionar de vosotros"
202006,"hola permítenos verificar tu caso envíanos tu número a través de inbox por favor quedamos a la espera saludos","hola permítenos verificar tu casar envíanos tu número a través de inbox por favor quedar a el esperar saludo"
202006,"yo escribí a claro por gusto le dicen a uno envié reporte y no le contestan ah pero los recibos las llamadas siempre cobrando con mora q falta de consiencia viendo todo lo q estamos pasando y a ellos solo les interesa q uno les pague los meses eso es demasiado injusto","yo escribir a claro por gustar le decir a unir enviar reportar y no le contestar ah pero el recibo el llamada siempre cobrar con morar q faltar de consiencia ver todo el q estar pasar y a ellos solo les interesar q unir les pagar el mes ese ser demasiar injusto"
202006,"hola envíanos tu número de servicio por privado y lo verificamos con gusto saludos","hola envíanos tu número de servicio por privar y el verificar con gustar saludo"
202006,"hola ángel no te preocupes aquí te ayudaremos con tu caso escríbenos por favor vía inbox para poderte brindar una asistencia personalizada quedamos a la espera saludos","hola ángel no te preocupar aquí te ayudar con tu casar escríbenos por favor vía inbox parar poderte brindar unir asistencia personalizar quedar a el esperar saludo"
202006,"homa buenas tardes alicia ángel soy asesora se claro con gusto le ayudo en sus dudas le enviare un mensaje","homa bueno tardar alicia ángel ser asesor se claro con gustar le ayudar en su duda le enviar uno mensaje"
202006,"buen día maggie nos interesa conocer más sobre lo que nos comentas te invitamos a que nos escribas vía inbox por favor para que podamos ayudarte si lo necesitas estaremos a la orden saludos","bueno día maggie no interesar conocer más sobrar el que no comentar te invitar a que no escriba vía inbox por favor parar que podar ayudarte si el necesitar estar a el orden saludo"
202006,"solo espero que no me estén cobrando mora después","solo esperar que no me estar cobrar morar después"
202006,"buenos días si deseas generar el pago de la factura para que no salgas de casa se ha habilitad la plataforma sv mipagoclaro com para generar el pago con tarjeta de crédito o débito o puedes llamar al 22505555 opción 1 4 saludos","bueno día si desear generar el pagar de el facturar parar que no salga de casar se haber habilitar el plataforma sv mipagoclaro com parar generar el pagar con tarjeta de crédito o débito o poder llamar al 22505555 opción 1 4 saludo"
202006,"señores de claro por favor trabajen un poco más por mejorar la señal de esta compañía por ahorita esta malo el servicio que e contrato la señal por aquí esta malísima desde ayer esta solo en 3g y no puedo realizar nada desde mi teléfono","señor de claro por favor trabajar uno poco más por mejorar el señal de este compañía por ahorita este malo el servicio que e contratar el señal por aquí este malísima desde ayer este solo en 3g y no poder realizar nadar desde mi teléfono"
202006,"hola buenas tardes salvador estamos interesados en verificar tu caso por este medio por favor envíanos un inbox con tus datos para ayudarte saludos","hola bueno tardar salvador estar interesado en verificar tu casar por este mediar por favor envíanos uno inbox con tu dato parar ayudarte saludo"
202006,"no sirve mal caen a sólo que se termine mi contrato me retiro de esta señal que no sirve y lo peor que ni contestan","no servir mal caer a sólo que se terminar mi contratar me retirar de este señal que no servir y el peor que ni contestar"
202006,"buenos días yancy herrera te invitamos a contactarnos vía inbox para verificar lo sucedido con tu servicio lo antes posible quedamos al pendiente de tu mensaje es un placer atenderte saludos","bueno día yancy herrero te invitar a contactarnos vía inbox parar verificar el suceder con tu servicio el antes posible quedar al pendiente de tu mensaje ser uno placer atenderte saludo"
202006,"no tenemos señal","no tener señal"
202006,"queremos ayudarte escríbenos en privado para revisar tu servicio quedamos atentos saludos","querer ayudarte escríbenos en privar parar revisar tu servicio quedar atento saludo"
202006,"queremos ayudarte escríbenos en privado para revisar tu servicio quedamos atentos saludos","querer ayudarte escríbenos en privar parar revisar tu servicio quedar atento saludo"
202006,"hola quiero que halguien me ayude quiero pagar y no puedo","hola querer que halguien me ayudar querer pagar y no poder"
202006,"hola puedes pagar tus facturas por medio de nuestro call center 90 o puedes realizarlo por medio de tarjeta de crédito o débito en nuestro sitio sv mipagoclaro com escríbenos en privado si posees algún inconveniente","hola poder pagar tu factura por mediar de nuestro call center 90 o poder realizarlo por mediar de tarjeta de crédito o débito en nuestro sitiar sv mipagoclaro com escríbenos en privar si poseer alguno inconveniente"
202006,"lobo negro mi nombre es jonathan gonzález soy asesor de agencia si gusta envíeme sus datos a whatsapp 78536771 para darle seguimiento a su caso","lobo negro mi nombrar ser jonathan gonzález ser asesor de agenciar si gustar envíeme su dato a whatsapp 78536771 parar darle seguimiento a su casar"
202006,"buen día señores claro el salvadorpara consultas sobre cobro en facturas lo hacemos por mensaje o a través de llamada","bueno día señor claro el salvadorpara consulta sobrar cobrar en factura el hacer por mensaje o a través de llamar"
202006,"hola envíanos tu número de servicio por privado y lo verificamos con gusto saludos","hola envíanos tu número de servicio por privar y el verificar con gustar saludo"
202006,"cristhian escalante buenas tardes con gusto le ayudo soy asesora de claro le enviare un mensaje","cristhian escalante bueno tardar con gustar le ayudar ser asesor de claro le enviar uno mensaje"
202006,"alexa ortiz de coreas de acuerdo","alexa ortiz de corea de acordar"
202006,"y para entregas de celulares que estaban en taller desde hace un mes no hay solución","y parar entrega de celular que estar en taller desde hacer uno mes no haber solución"
202006,"sary vásquez mi nombre es jonathan gonzález soy asesor de agencia si gusta envíeme sus datos a whatsapp 78536771 para darle seguimiento a su caso","sary vásquez mi nombrar ser jonathan gonzález ser asesor de agenciar si gustar envíeme su dato a whatsapp 78536771 parar darle seguimiento a su casar"
202006,"hola sary con gusto verificamos tu caso te hemos escrito en inbox para darle seguimiento quedamos a la espera de tus comentarios saludos","hola sary con gustar verificar tu casar te haber escribir en inbox parar darle seguimiento quedar a el esperar de tu comentario saludo"
202006,"yo no puedo pagar estemes nose si me va aparecer mora","yo no poder pagar estemes nose si me ir aparecer morar"
202006,"hola envíanos tu número de servicio por privado y lo verificamos con gusto saludos","hola envíanos tu número de servicio por privar y el verificar con gustar saludo"
202006,"hay alguna agencia abierta","haber alguno agenciar abrir"
202006,"kelly b saenz buenas tardes con gusto le ayudo soy asesora de claro le enviare un mensaje","kelly b saenz bueno tardar con gustar le ayudar ser asesor de claro le enviar uno mensaje"
202006,"la señal está muy mala a cada momento me tira emergencia q ni llamar puedo","el señal estar muy malo a cada momento me tirar emergencia q ni llamar poder"
202006,"quiciera saber si tendran alguna agencia abierta en soyapango quiero cancelar la cuota de cable pero no poseo tarjeta de crédito para cancelar en linea","quiciera saber si tendran alguno agenciar abrir en soyapango querer cancelar el cuota de cable pero no poseer tarjeta de crédito parar cancelar en linear"
202006,"hola con el objetivo de ayudarte envíanos tus datos por medio de inbox quedamos a tus órdenes saludos","hola con el objetivar de ayudarte envíanos tu dato por mediar de inbox quedar a tu orden saludo"
202006,"todas las agencias están cerradas a nivel nacional también","todo el agencia estar cerrada a nivel nacional también"
202006,"tengo problemas con mi linea fija no funciona","tener problema con mi linear fijar no funcionar"
202006,"no los cierra un viruz pero si una lluvia","no el cerrar uno viruz pero si unir lluvia"
202006,"necesito cancelar mi servicio móvil ya sé vencido","necesitar cancelar mi servicio móvil ya saber vencer"
202006,"ni sirven me tarde una semana para que me llenaran el puto contrato para que me instalaran el cable y al final la respuesta que me dieron fue que les importaba cobrar primero antes de ir a mi casa aa instalar el cable","ni servir me tardar unir semana parar que me llenar el puto contratar parar que me instalar el cable y al final el respuesta que me dar ir que les importar cobrar 1 antes de ir a mi casar aa instalar el cable"
202006,"queremos darle seguimiento a lo que nos comentas por favor escríbenos en privado","querer darle seguimiento a el que no comentar por favor escríbenos en privar"
202006,"eldahy soto mi nombre es jonathan gonzález soy asesor de agencia si gusta envíeme sus datos a whatsapp 78536771 para darle seguimiento a su caso","eldahy soto mi nombrar ser jonathan gonzález ser asesor de agenciar si gustar envíeme su dato a whatsapp 78536771 parar darle seguimiento a su casar"
202006,"queremos darle seguimiento a lo que nos comentas por favor escríbenos en privado","querer darle seguimiento a el que no comentar por favor escríbenos en privar"
202006,"necesito saber cuando abren","necesitar saber cuando abrir"
202006,"hola buena tardes sary sánchez comentarte que por el momento no se tiene una fecha de apertura para las agencias por esta emergencia por lo que te invitamos a mantenerte al pendiente de los diferentes medios de comunicación para estar al tanto de cuando se estaría abriendo nuevamente gracias por tu comprensión","hola bueno tardar sary sánchez comentarte que por el momento no se tener unir fechar de apertura parar el agencia por este emergencia por el que te invitar a mantenerte al pendiente de el diferente medio de comunicación parar estar al tanto de cuando se estar abrir nuevamente gracia por tu comprensión"
202006,"nunca haran nada bien solo son publicidad varada saludos p","nunca haran nadar bien solo ser publicidad varar saludo página"
202006,"hola cómo podemos ayudarte coméntanos en privado","hola cómo podar ayudarte coméntanos en privar"
202006,"hola necesito saber como renovar el contrato ya que este lunes se nos vence y queremos seguir con el servicio","hola necesitar saber comer renovar el contratar ya que este lunes se no vencer y querer seguir con el servicio"
